IDX,CME_IDX,SEP_IDX,Observer,Start Time at Observer (GOES),Start Time at Observer (STIX),Peak Time at Observer (GOES),Peak Time at Observer (STIX),End Time at Observer (GOES),End Time at Observer (STIX),Start Time at 1 AU (GOES),Start Time at 1 AU (STIX),Peak Time at 1 AU (GOES),Peak Time at 1 AU (STIX),End Time at 1 AU (GOES),End Time at 1 AU (STIX),Start Time at the Sun (GOES),Start Time at the Sun (STIX),Peak Time at the Sun (GOES),Peak Time at the Sun (STIX),End Time at the Sun (GOES),End Time at the Sun (STIX),GOES Flare Class,GOES Estimated Flare Class for STIX,GOES HGS LON,GOES HGS LAT,STIX HGS LON,STIX HGS LAT,GOES Distance (AU),STIX Distance (AU),Active Region,IP Radio Bursts
FLARE0391,CME0228,,GOES/STIX,2024-12-19 15:27:00,2024-12-19 15:32:58,2024-12-19 15:34:00,2024-12-19 15:34:10,2024-12-19 15:39:00,2024-12-19 15:36:34,2024-12-19 15:27:00,2024-12-19 15:33:25,2024-12-19 15:34:00,2024-12-19 15:34:37,2024-12-19 15:39:00,2024-12-19 15:37:01,2024-12-19 15:18:40,2024-12-19 15:25:05,2024-12-19 15:25:40,2024-12-19 15:26:17,2024-12-19 15:30:40,2024-12-19 15:28:41,M3.8,M7,-81.0,-14.0,-79.5073135211987,-16.3119298866803,1.0,0.945375189013578,13928.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241219.png
FLARE0392,,,GOES/STIX,2024-12-20 11:15:00,2024-12-20 11:16:18,2024-12-20 11:18:00,2024-12-20 11:18:22,2024-12-20 11:22:00,2024-12-20 11:31:30,2024-12-20 11:15:00,2024-12-20 11:16:45,2024-12-20 11:18:00,2024-12-20 11:18:49,2024-12-20 11:22:00,2024-12-20 11:31:57,2024-12-20 11:06:40,2024-12-20 11:08:25,2024-12-20 11:09:40,2024-12-20 11:10:29,2024-12-20 11:13:40,2024-12-20 11:23:37,M2.5,M6,-68.0,-14.0,-68.0538172709909,-16.5312118631584,1.0,0.946750160221896,13928.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241220.png
FLARE0393,,,STIX,,2024-12-21 19:38:34,,2024-12-21 19:42:22,,2024-12-21 19:46:58,,2024-12-21 19:39:00,,2024-12-21 19:42:48,,2024-12-21 19:47:24,,2024-12-21 19:30:40,,2024-12-21 19:34:28,,2024-12-21 19:39:04,,M7,,,-92.2944224378734,22.1953573705693,,0.948752345975227,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241221.png
FLARE0394,,,GOES/STIX,2024-12-23 11:06:00,2024-12-23 11:06:54,2024-12-23 11:12:00,2024-12-23 11:11:02,2024-12-23 11:16:00,2024-12-23 11:18:46,2024-12-23 11:06:00,2024-12-23 11:07:18,2024-12-23 11:12:00,2024-12-23 11:11:26,2024-12-23 11:16:00,2024-12-23 11:19:10,2024-12-23 10:57:40,2024-12-23 10:58:58,2024-12-23 11:03:40,2024-12-23 11:03:06,2024-12-23 11:07:40,2024-12-23 11:10:50,M8.9,X1,-30.0,-18.0,-30.0578215033123,-20.1764113939923,1.0,0.95076450788104,13932.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241223.png
FLARE0395,,,STIX,,2024-12-23 23:32:10,,2024-12-24 00:18:30,,2024-12-24 00:29:02,,2024-12-23 23:32:34,,2024-12-24 00:18:54,,2024-12-24 00:29:26,,2024-12-23 23:24:14,,2024-12-24 00:10:34,,2024-12-24 00:21:06,,M6,,,-20.7597105702548,-18.3200981474426,,0.951329647274588,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241223.png
FLARE0396,,,GOES/STIX,2024-12-24 08:28:00,2024-12-24 08:28:50,2024-12-24 08:41:00,2024-12-24 08:40:30,2024-12-24 08:45:00,2024-12-24 08:55:14,2024-12-24 08:28:00,2024-12-24 08:29:14,2024-12-24 08:41:00,2024-12-24 08:40:54,2024-12-24 08:45:00,2024-12-24 08:55:38,2024-12-24 08:19:40,2024-12-24 08:20:54,2024-12-24 08:32:40,2024-12-24 08:32:34,2024-12-24 08:36:40,2024-12-24 08:47:18,M4.1,M6,-18.0,-19.0,-15.0465351855789,-17.7111073374124,1.0,0.951662910638112,13932.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241224.png
FLARE0397,,,STIX,,2024-12-25 04:15:38,,2024-12-25 04:48:50,,2024-12-25 05:45:18,,2024-12-25 04:16:02,,2024-12-25 04:49:14,,2024-12-25 05:45:42,,2024-12-25 04:07:42,,2024-12-25 04:40:54,,2024-12-25 05:37:22,,M6,,,-5.47787903257029,-19.824807450999,,0.952378916636116,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241225.png
FLARE0398,,,STIX,,2024-12-26 02:24:06,,2024-12-26 03:12:42,,2024-12-26 03:45:50,,2024-12-26 02:24:29,,2024-12-26 03:13:05,,2024-12-26 03:46:13,,2024-12-26 02:16:09,,2024-12-26 03:04:45,,2024-12-26 03:37:53,,M7,,,-49.9204334444033,18.120370148108,,0.953032322320962,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241226.png
FLARE0399,,,GOES,2024-12-26 02:52:00,,2024-12-26 03:15:00,,2024-12-26 03:25:00,,2024-12-26 02:52:00,,2024-12-26 03:15:00,,2024-12-26 03:25:00,,2024-12-26 02:43:40,,2024-12-26 03:06:40,,2024-12-26 03:16:40,,M7.3,,-51.0,18.0,,,1.0,,13938.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241226.png
FLARE0400,,,GOES/STIX,2024-12-29 06:48:00,2024-12-29 06:51:42,2024-12-29 06:59:00,2024-12-29 07:15:50,2024-12-29 07:08:00,2024-12-29 07:51:34,2024-12-29 06:48:00,2024-12-29 06:52:05,2024-12-29 06:59:00,2024-12-29 07:16:13,2024-12-29 07:08:00,2024-12-29 07:51:57,2024-12-29 06:39:40,2024-12-29 06:43:45,2024-12-29 06:50:40,2024-12-29 07:07:53,2024-12-29 06:59:40,2024-12-29 07:43:37,M3.0,X1,33.0,10.0,34.738082777422,9.13891737438804,1.0,0.954129161705567,13936.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241229.png
FLARE0401,,,GOES,2024-12-29 07:08:00,,2024-12-29 07:18:00,,2024-12-29 07:34:00,,2024-12-29 07:08:00,,2024-12-29 07:18:00,,2024-12-29 07:34:00,,2024-12-29 06:59:40,,2024-12-29 07:09:40,,2024-12-29 07:25:40,,X1.1,,31.0,11.0,,,1.0,,13936.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241229.png
FLARE0402,,,STIX,,2024-12-29 14:47:46,,2024-12-29 15:08:58,,2024-12-29 15:43:02,,2024-12-29 14:48:09,,2024-12-29 15:09:21,,2024-12-29 15:43:25,,2024-12-29 14:39:49,,2024-12-29 15:01:01,,2024-12-29 15:35:05,,M10,,,38.3514321209217,9.24680107266488,,0.954143781396896,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241229.png
FLARE0403,,,GOES,2024-12-29 15:02:00,,2024-12-29 15:09:00,,2024-12-29 15:22:00,,2024-12-29 15:02:00,,2024-12-29 15:09:00,,2024-12-29 15:22:00,,2024-12-29 14:53:40,,2024-12-29 15:00:40,,2024-12-29 15:13:40,,M7.1,,37.0,10.0,,,1.0,,13936.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241229.png
FLARE0404,,,GOES/STIX,2024-12-30 04:01:00,2024-12-30 04:02:36,2024-12-30 04:14:00,2024-12-30 04:12:28,2024-12-30 04:28:00,2024-12-30 05:26:40,2024-12-30 04:01:00,2024-12-30 04:02:59,2024-12-30 04:14:00,2024-12-30 04:12:51,2024-12-30 04:28:00,2024-12-30 05:27:03,2024-12-30 03:52:40,2024-12-30 03:54:39,2024-12-30 04:05:40,2024-12-30 04:04:31,2024-12-30 04:19:40,2024-12-30 05:18:43,X1.5,X1,45.0,10.0,47.6891608860001,8.99996740633303,1.0,0.954127051259786,13936.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241230.png
FLARE0405,,,GOES,2024-12-30 04:29:00,,2024-12-30 04:31:00,,2024-12-30 04:34:00,,2024-12-30 04:29:00,,2024-12-30 04:31:00,,2024-12-30 04:34:00,,2024-12-30 04:20:40,,2024-12-30 04:22:40,,2024-12-30 04:25:40,,X1.1,,50.0,-19.0,,,1.0,,13932.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241230.png
FLARE0406,,,GOES/STIX,2024-12-30 16:45:00,2024-12-30 16:48:56,2024-12-30 16:54:00,2024-12-30 16:54:20,2024-12-30 17:01:00,2024-12-30 17:04:40,2024-12-30 16:45:00,2024-12-30 16:49:19,2024-12-30 16:54:00,2024-12-30 16:54:43,2024-12-30 17:01:00,2024-12-30 17:05:03,2024-12-30 16:36:40,2024-12-30 16:40:59,2024-12-30 16:45:40,2024-12-30 16:46:23,2024-12-30 16:52:40,2024-12-30 16:56:43,M5.0,X1,51.0,13.0,53.0818933503709,9.28822220938903,1.0,0.954061824878591,13936.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241230.png
